Planning,KAP-Application-Config,https://gitlab.com/kohls/mma/merchandising/planning/assortment-planning/kap-application-config
Planning,KPS-WebApp,https://gitlab.com/kohls/mma/merchandising/planning/kps-core/kps-webapp
Planning,KPS Profile Service,https://gitlab.com/kohls/mma/merchandising/planning/kps-core/kps-profile-service
Planning,KPS Application Config,https://gitlab.com/kohls/mma/merchandising/planning/kps-core/kps-application-config
Planning,KPS Admin Service,https://gitlab.com/kohls/mma/merchandising/planning/kps-core/kps-admin-service
Planning,kps-product-planning,https://gitlab.com/kohls/mma/merchandising/planning/product-plan/kps-product-planning
Planning,KCP Legacy Feeder,https://gitlab.com/kohls/mma/merchandising/planning/cluster-planning/kcp-legacy-feeder
Planning,KCP Cluster Service,https://gitlab.com/kohls/mma/merchandising/planning/cluster-planning/kcp-cluster-service
Planning,KCP Outbound Service,https://gitlab.com/kohls/mma/merchandising/planning/cluster-planning/kcp-outbound-service
Planning,KCP Profile Service,https://gitlab.com/kohls/mma/merchandising/planning/cluster-planning/kcp-profile-service
Planning,KCP Cluster Planning Batch,https://gitlab.com/kohls/mma/merchandising/planning/cluster-planning/kcp-cluster-planning-batch
Planning,Airflow Config,https://gitlab.com/kohls/mma/merchandising/planning/planning-data-mart/airflow-config
Planning,KLP-LinePlan-Service,https://gitlab.com/kohls/mma/merchandising/planning/product-plan/klp-lineplan-service
Planning,KLP-Profile-Service,https://gitlab.com/kohls/mma/merchandising/planning/product-plan/klp-profile-service
Planning,KLP-Admin-Service,https://gitlab.com/kohls/mma/merchandising/planning/product-plan/klp-admin-service
Planning,KP2 Strategy Service,https://gitlab.com/kohls/mma/merchandising/planning/program-planning/kp2-strategy-service
Planning,KP2 Rollup Service,https://gitlab.com/kohls/mma/merchandising/planning/program-planning/kp2-rollup-service
Planning,KP2 Program Service,https://gitlab.com/kohls/mma/merchandising/planning/program-planning/kp2-program-service
Planning,KP2 Program Planning Batch,https://gitlab.com/kohls/mma/merchandising/planning/program-planning/kp2-program-planning-batch
Planning,KP2 Profile Service,https://gitlab.com/kohls/mma/merchandising/planning/program-planning/kp2-profile-service
Planning,KP2 Outbound Service,https://gitlab.com/kohls/mma/merchandising/planning/program-planning/kp2-outbound-service
Planning,KP2 Markdown Planning Service,https://gitlab.com/kohls/mma/merchandising/planning/program-planning/kp2-markdown-planning-service
Planning,KP2 Admin Service,https://gitlab.com/kohls/mma/merchandising/planning/program-planning/kp2-admin-service
Planning,KP2 Legacy Ejb Gateway,https://gitlab.com/kohls/mma/merchandising/planning/program-planning/kp2-legacy-ejb-gateway
Planning,KAP-Calculation-Service,https://gitlab.com/kohls/mma/merchandising/planning/assortment-planning/kap-calculation-service
Planning,KAP-Outbound-Service,https://gitlab.com/kohls/mma/merchandising/planning/assortment-planning/kap-outbound-service
